0	3722
1	12701
2	5857
3	257
4	12
5	12
6	8
7	67
8	600
9	4540
10	48257
11	83
12	4638
13	7393
14	33
15	6692
16	564
17	2637
18	7555
19	1398
20	6
21	586
22	1
23	19
24	9153
25	52
26	8781
27	5471
28	11239
29	59952
30	2991
31	268
32	137
33	13
34	2
35	5940
36	75
37	6
38	2858
39	104
40	8463
41	2456
42	247
43	8969
44	5221
45	28262
46	1695
47	19386
48	27
49	8487
50	307
51	758
52	26
53	2161
54	75243
55	70359
56	4486
57	682
58	21655
59	190
60	4192
61	1767
62	14282
63	2667
64	69248
65	16267
66	1546
67	3309
68	39108
69	314
70	13747
71	538
72	4168
73	6345
74	210
75	20540
76	1541
77	13027
78	1817
79	311
80	4210
81	1098
82	1160
83	4942
84	231
85	2756
86	346
87	1632
88	420
89	2
90	790
91	2785
92	161
93	1308
94	970
95	5
96	325
97	812
98	732
99	218
100	640
101	9
102	88
103	2449
104	5517
105	18
106	1
107	1812
108	197
109	305
110	1013
111	1604
112	261
113	113
114	81
115	2524
116	1122
117	294
118	12
119	938
120	544
121	4571
122	972
123	950
124	2645
125	290
126	655
127	215
128	14
129	92
130	36
131	3
132	168
133	0
134	633
135	676
136	197
137	38
138	422
139	19
140	62
141	25
142	38
143	58
144	50
145	8
146	33
147	0
148	82
149	50
150	0
151	17
152	4
153	3
154	11
155	3
156	1
157	0
158	14
159	49
160	132
161	10
162	73
163	22
164	6
165	38
166	13
167	0
168	44
169	7
170	95
171	1
172	6
173	21
174	23
175	2
176	5
177	615
178	0
179	7
180	3
181	19
182	0
183	18
184	0
185	15
186	18
187	10
188	15
189	0
190	0
191	10
192	3
193	0
194	14
195	16
196	8
197	15
198	6
199	3
200	24
201	0
202	0
203	0
204	58
205	0
206	7
207	4
208	7
209	1
210	5
211	0
212	12
213	13
214	6
215	0
216	0
217	0
218	2
219	0
220	0
221	0
222	3
223	0
224	0
225	0
226	37
227	4
228	4
229	2
230	0
231	0
232	0
233	1
234	2
235	0
236	1
237	11
238	0
239	2
240	0
241	0
242	96
243	3
244	0
245	1
246	0
247	20
248	0
249	64
250	1
251	74
252	0
253	11
254	3
255	22
256	1
257	0
258	2
259	1
260	3
261	1
262	0
263	0
264	0
265	1
266	2
267	0
268	23
269	0
270	24
271	4
272	0
273	21
274	0
275	6
276	0
277	2
278	0
279	0
280	2
281	4
282	0
283	0
284	3
285	194
286	0
287	3
288	0
289	0
290	0
291	0
292	27
293	0
294	2
295	1
296	4
297	18
298	2
299	0
300	0
301	0
302	0
303	1
304	1
305	0
306	5
307	0
308	0
309	0
310	1
311	2
312	8
313	0
314	0
315	1
316	0
317	0
318	0
319	4
320	0
321	12
322	0
323	0
324	1
325	0
326	0
327	2
328	0
329	0
330	2
331	0
332	0
333	0
334	1
335	0
336	0
337	0
338	65
339	0
340	0
341	61
342	1
343	1
344	3
345	0
346	1
347	0
348	5
349	0
350	0
351	0
352	0
353	2
354	2
355	6
356	0
357	3
358	1
359	0
360	0
361	8
362	0
363	42
364	0
365	0
366	0
367	0
368	3
369	6
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	3
378	0
379	0
380	0
381	3
382	0
383	0
384	0
385	0
386	0
387	0
388	2
389	0
390	1
391	0
392	1
393	0
394	1
395	0
396	0
397	0
398	0
399	0
400	13
401	0
402	0
403	0
404	0
405	0
406	8
407	2
408	0
409	0
410	8
411	0
412	4
413	0
414	0
415	2
416	0
417	0
418	0
419	7
420	12
421	0
422	0
423	0
424	0
425	0
426	1
427	0
428	1
429	1
430	1
431	0
432	5
433	3
434	0
435	0
436	0
437	14
438	0
439	0
440	8
441	2
442	12
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	6
455	0
456	5
457	15
458	4
459	7
460	10
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	5
469	26
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	14
479	0
480	2
481	1
482	0
483	0
484	0
485	0
486	0
487	0
488	7
489	1
490	0
491	1
492	0
493	6
494	0
495	0
496	0
497	0
498	0
499	0
500	5
501	0
502	0
503	0
504	0
505	1
506	3
507	0
508	1
